"UniqueID","run_name","run_order","sample","group","SEM_file","blank1","blank2","ABS_file"
"BIOFAC_121","run4",1,"Group001Sample0001","Group001","Group001Sample0001SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0001ABS.dat"
"BIOFAC_122","run4",2,"Group001Sample0002","Group001","Group001Sample0002SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0002ABS.dat"
"BIOFAC_123","run4",3,"Group001Sample0003","Group001","Group001Sample0003SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0003ABS.dat"
"BIOFAC_124","run4",4,"Group001Sample0004","Group001","Group001Sample0004SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0004ABS.dat"
"BIOFAC_125","run4",5,"Group001Sample0005","Group001","Group001Sample0005SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0005ABS.dat"
"BIOFAC_126","run4",6,"Group001Sample0006","Group001","Group001Sample0006SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0006ABS.dat"
"BIOFAC_127","run4",7,"Group001Sample0007","Group001","Group001Sample0007SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0007ABS.dat"
"BIOFAC_128","run4",8,"Group001Sample0008","Group001","Group001Sample0008SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0008ABS.dat"
"BIOFAC_129","run4",9,"Group001Sample0009","Group001","Group001Sample0009SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0009ABS.dat"
"BIOFAC_130","run4",10,"Group001Sample0010","Group001","Group001Sample0010SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0010ABS.dat"
"BIOFAC_131","run4",11,"Group002Sample0001","Group002","Group002Sample0001SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0001ABS.dat"
"BIOFAC_132","run4",12,"Group002Sample0002","Group002","Group002Sample0002SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0002ABS.dat"
"BIOFAC_133","run4",13,"Group002Sample0003","Group002","Group002Sample0003SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0003ABS.dat"
"BIOFAC_134","run4",14,"Group002Sample0004","Group002","Group002Sample0004SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0004ABS.dat"
"BIOFAC_135","run4",15,"Group002Sample0005","Group002","Group002Sample0005SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0005ABS.dat"
"BIOFAC_136","run4",16,"Group002Sample0006","Group002","Group002Sample0006SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0006ABS.dat"
"BIOFAC_137","run4",17,"Group002Sample0007","Group002","Group002Sample0007SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0007ABS.dat"
"BIOFAC_138","run4",18,"Group002Sample0008","Group002","Group002Sample0008SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0008ABS.dat"
"BIOFAC_139","run4",19,"Group002Sample0009","Group002","Group002Sample0009SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0009ABS.dat"
"BIOFAC_140","run4",20,"Group002Sample0010","Group002","Group002Sample0010SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0010ABS.dat"
"BIOFAC_141","run4",21,"Group003Sample0001","Group003","Group003Sample0001SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0001ABS.dat"
"BIOFAC_142","run4",22,"Group003Sample0002","Group003","Group003Sample0002SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0002ABS.dat"
"BIOFAC_143","run4",23,"Group003Sample0003","Group003","Group003Sample0003SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0003ABS.dat"
"BIOFAC_144","run4",24,"Group003Sample0004","Group003","Group003Sample0004SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0004ABS.dat"
"BIOFAC_145","run4",25,"Group003Sample0005","Group003","Group003Sample0005SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0005ABS.dat"
"BIOFAC_146","run4",26,"Group003Sample0006","Group003","Group003Sample0006SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0006ABS.dat"
"BIOFAC_147","run4",27,"Group003Sample0007","Group003","Group003Sample0007SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0007ABS.dat"
"BIOFAC_148","run4",28,"Group003Sample0008","Group003","Group003Sample0008SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0008ABS.dat"
"BIOFAC_149","run4",29,"Group003Sample0009","Group003","Group003Sample0009SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0009ABS.dat"
"BIOFAC_150","run4",30,"Group003Sample0010","Group003","Group003Sample0010SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0010ABS.dat"
"BIOFAC_151","run4",31,"Group004Sample0001","Group004","Group004Sample0001SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0001ABS.dat"
"BIOFAC_152","run4",32,"Group004Sample0002","Group004","Group004Sample0002SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0002ABS.dat"
"BIOFAC_153","run4",33,"Group004Sample0003","Group004","Group004Sample0003SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0003ABS.dat"
"BIOFAC_154","run4",34,"Group004Sample0004","Group004","Group004Sample0004SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0004ABS.dat"
"BIOFAC_155","run4",35,"Group004Sample0005","Group004","Group004Sample0005SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0005ABS.dat"
"BIOFAC_156","run4",36,"Group004Sample0006","Group004","Group004Sample0006SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0006ABS.dat"
"BIOFAC_157","run4",37,"Group004Sample0007","Group004","Group004Sample0007SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0007ABS.dat"
"BIOFAC_158","run4",38,"Group004Sample0008","Group004","Group004Sample0008SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0008ABS.dat"
"BIOFAC_159","run4",39,"Group004Sample0009","Group004","Group004Sample0009SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0009ABS.dat"
"BIOFAC_160","run4",40,"Group004Sample0010","Group004","Group004Sample0010SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0010ABS.dat"
"BIOFAC_161","run4",41,"Group005Sample0001","Group005","Group005Sample0001SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0001ABS.dat"
"BIOFAC_162","run4",42,"Group005Sample0002","Group005","Group005Sample0002SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0002ABS.dat"
"BIOFAC_163","run4",43,"Group005Sample0003","Group005","Group005Sample0003SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0003ABS.dat"
"BIOFAC_164","run4",44,"Group005Sample0004","Group005","Group005Sample0004SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0004ABS.dat"
"BIOFAC_165","run4",45,"Group005Sample0005","Group005","Group005Sample0005SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0005ABS.dat"
"BIOFAC_166","run4",46,"Group005Sample0006","Group005","Group005Sample0006SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0006ABS.dat"
"BIOFAC_167","run4",47,"Group005Sample0007","Group005","Group005Sample0007SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0007ABS.dat"
"BIOFAC_168","run4",48,"Group005Sample0008","Group005","Group005Sample0008SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0008ABS.dat"
"BIOFAC_169","run4",49,"Group005Sample0009","Group005","Group005Sample0009SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0009ABS.dat"
"BIOFAC_170","run4",50,"Group005Sample0010","Group005","Group005Sample0010SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0010ABS.dat"
"BIOFAC_171","run4",51,"Group006Sample0001","Group006","Group006Sample0001SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0001ABS.dat"
"BIOFAC_172","run4",52,"Group006Sample0002","Group006","Group006Sample0002SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0002ABS.dat"
"BIOFAC_173","run4",53,"Group006Sample0003","Group006","Group006Sample0003SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0003ABS.dat"
"BIOFAC_174","run4",54,"Group006Sample0004","Group006","Group006Sample0004SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0004ABS.dat"
"BIOFAC_175","run4",55,"Group006Sample0005","Group006","Group006Sample0005SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0005ABS.dat"
"BIOFAC_176","run4",56,"Group006Sample0006","Group006","Group006Sample0006SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0006ABS.dat"
"BIOFAC_177","run4",57,"Group006Sample0007","Group006","Group006Sample0007SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0007ABS.dat"
"BIOFAC_178","run4",58,"Group006Sample0008","Group006","Group006Sample0008SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0008ABS.dat"
"BIOFAC_179","run4",59,"Group006Sample0009","Group006","Group006Sample0009SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0009ABS.dat"
"BIOFAC_180","run4",60,"Group006Sample0010","Group006","Group006Sample0010SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0010ABS.dat"
