SampleNumber	UniqueID
1	BLANK1
2	BIOFAC_240
3	BIOFAC_241
4	BIOFAC_242
5	BIOFAC_243
6	BIOFAC_244
7	BIOFAC_245
8	BIOFAC_246
9	BIOFAC_247
10	BIOFAC_248
11	BIOFAC_249
12	BLANK2
13	BIOFAC_250
14	BIOFAC_251
15	BIOFAC_252
16	BIOFAC_253
17	BIOFAC_254
18	BIOFAC_255
19	BIOFAC_256
20	BIOFAC_257
21	BIOFAC_258
22	BIOFAC_259
23	BLANK3
24	BIOFAC_260
25	BIOFAC_261
26	BIOFAC_262
27	BIOFAC_263
28	BIOFAC_264
29	BIOFAC_265
30	BIOFAC_266
31	BIOFAC_267
32	BIOFAC_268
33	BIOFAC_269
