"X","X500","X495","X490","X485","X480","X475","X470","X465","X460","X455","X450","X445","X440","X435","X430","X425","X420","X415","X410","X405","X400","X395","X390","X385","X380","X375","X370","X365","X360","X355","X350","X345","X340","X335","X330","X325","X320","X315","X310","X305","X300","X295","X290","X285","X280","X275","X270","X265","X260","X255","X250","X245","X240","UniqueID"
663.787,0.000557411230453064,0.000600668414620795,0,0.000496025119116879,1.14320035388407e-05,0.000385411547439227,0.00049725185488042,0.000380197277613854,0.000626835599642494,0.000643590576300343,0.000388017921083425,0.00074436873542246,0.000246094710902582,0.000913525434929965,0.000554227341683889,0.00091693832829966,0.00097070267509943,0.00115274432864488,0.00157961736372553,0.0018890449237856,0.000916708332657286,0.00116846129846024,0.00131244551538352,0.00092540055023564,0.0010555455238122,0.00123209106305555,0.00119446721502391,0.000890075625802765,0.00104663866972323,0.00114976690142418,0.00105269930567636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
668.512,0,0.000616897197126143,0.000441810454369058,0.000965774842751625,0.000219343402763658,0.000439072705743298,0.000322271309421159,0.000523932256237561,0.000279502347689934,0.000543826861904108,0.0005416753703762,0.000235908429235999,0.000810089847261451,0.000660943036292122,0.00114872670725135,0.0010251490390174,0.000628474374522951,0.000965324031653585,0.000763191234038376,0.00107936177114373,0.00117059614918743,0.000856930603449128,0.00155352518131885,0.000825584471670117,0.00141163747042981,0.000696117247302835,0.000808662619665189,0.0011286256535906,0.00144911250772602,0.000970100362912843,0.00114805048912523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
673.238,5.2195480003161e-05,0.000788809877204787,0.000350794336804974,0.000582292502980068,0.000713384530232968,0.000152800191251349,0,0.000440070389372496,0.000403605238595934,0.000254720886439085,0.000367301938704416,0.000584331388119307,0.00101798737318012,0.000812386024924866,0.000937084445877248,0.000947635432937166,0.00108288611618961,0.00104519680339113,0.000654369903483803,0.000772068882272927,0.00100312652217006,0.000873486262162721,0.000945320843785168,0.000635674370311719,0.00102123420746267,0.000856487747329814,0.00115925985612486,0.00119583325895687,0.00100426980364274,0.00110041396587614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
677.967,0,0.000116658676695566,0.000379435862913841,0.000551463002434599,0.000124093795456941,0.000539601300707132,0.000591098602599097,0.00044058693372278,0.000218605613008174,0.000369258387132009,0.000457997676894242,0.000479680014197598,0.000792622206302813,0.000365405173873117,0.000773113652636126,0.000704520729408903,0.000443725401304735,0.000531112636778285,0.00112791441190076,0.0011859969686881,0.00112955982189189,0.000948544931957925,0.000627458632377039,0.000862633609088546,0.00087194238291245,0.000905689403549456,0.00104552270419042,0.0009790945278348,0.000824033773338981,0.000941496044379308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
682.696,0,0,0,0,0.000267742902878698,0,5.38591588792374e-05,1.54757406819034e-05,0.000221696335816638,0,0,0.000494350437310132,0.000230251714570088,0.000364632324885757,0.000272674346556276,8.95168878860146e-05,0.000687910893758565,0.000492102302682126,0.000820902986868051,0.000331690050248605,0.000447659330056169,0.000355353558411834,0.000607885579406886,0.000213928075612519,0.000490392852538502,0.000544605930839428,0.00025256116521467,0.000414656291874584,0.00092790340640335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
687.428,0,0.000113192686552538,1.10757926412964e-05,0,0,0,0,0.000142420982024326,2.93962700158741e-05,0,1.93645029549282e-05,0,8.20082349840731e-05,0.000286570165887397,0,8.57733414381768e-05,0.000187009581683793,0.000526118763188431,0.00017183258356007,9.35707549558645e-05,0.00039874211501562,0.000580519405993029,0.000297802709996119,0.00065214533033926,0.000384135825186151,0.000121241714459068,0.000517938959262868,5.26711995458906e-06,0.000369196226577589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
692.16,6.03502932864514e-05,0.000987181170314692,0.000739974204544295,0.00092115337604488,0.00107763026492368,0.000504549019785758,0.000450197038336695,0.000724823416592715,0.000518127042355145,9.8745502434914e-05,0.000512174067731225,0.000815805088852578,0.000398427115553442,0.000846799774489797,0.00041417047683276,0.00088168721144224,0.000953082169331238,0.000768272729744598,0.00147304614214047,0.00107315362463671,0.00185410216893415,0.00120109402873399,0.00114371147256884,0.000465392949359304,0.00153029721179645,0.000912401081920702,0.00106019455010817,0.000698135561877595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
696.895,0.00104629736368528,0.000536085514750995,0.000826853837610969,0.00109142391009567,0.000644820084761407,0.000540781696321741,0.000597508041765562,0.000530164926912222,0.000538184680315494,0.00061871199038849,0.00107514505036959,0.00100868250629865,0.00117962534978116,0.000739911458892503,0.00122461908266213,0.000897461968786004,0.00105737047502241,0.000717456972643884,0.0010566637921929,0.00148505355102122,0.00122367740712467,0.00103451421616629,0.0011743618302754,0.000655368351985246,0.00199568027763403,0.00114968995868273,0.00124180719100997,0.0013810699541005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
701.63,0,0.000224567501425571,0,0.000129134683106746,0,0.0001923898492838,0,0.000126709007639961,9.40975206097305e-05,0,0,0.000235155372016008,0.000182786753337693,0.000466373405115439,0.000630543479878002,0.000277990637341042,0.00039260948836915,0.000169765943981095,0.000146923890172381,5.38578170398126e-05,0.000212226338243017,0,0.000508383152424356,0.000354285422001942,0.000147633194292162,0.000371742897270501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
706.367,0.000798908574827673,6.1415863844832e-05,0.0001714859942753,0.000627122305810051,1.74213765662769e-05,0.000381297929502879,0.000631139399155499,0.000166420531971837,0.000230404980836379,0.000431978408850387,0.000617643586370661,0.000147284260850125,0.000354340425573237,0.00114229325068163,0.000472704668085258,0.000778513122364539,0.00069048485991419,0.00104488132960165,0.000899916859964715,0.00082967591790109,0.000907361346408474,0.00113837021043525,0.001320271674637,0.00104867230731645,0.000458827333689149,0.000781986086470149,0.000327176187106829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
711.106,0,0,0,0,0,0,0.00010062238743835,0,0,0.000108391334320599,0.000595663057097308,0,4.78607963164579e-06,0.000342401480735464,0.000620328172017383,0.0001600311848522,0.00037601917924734,7.82907355126232e-05,4.58569321211542e-05,0,0.000796123804779836,0.000514827362842463,5.17623979477873e-06,0.000581705775870547,4.6615083856722e-06,0.000795418456830909,0.000225911974454186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
715.845,7.69314462614224e-05,0,9.59056349418428e-05,0.000170618389850581,0,0,0,0,8.77816660455147e-06,9.81302923589307e-06,4.90140595650468e-05,9.64870217884401e-05,0,0,0,0.00037839181661741,0,8.49465253893175e-05,0,0,0.000420357868632942,7.40055913876637e-05,0.000411270107015977,6.05856613283931e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
720.586,0,0,3.49688059879815e-05,0.000348470673546318,0.000207865383284151,0,0,3.3535219565267e-05,0.000274036859178692,3.75301354892428e-05,0.000251071003582451,0.000580921351329764,0,0.000293741625575027,0.000281413983049197,0.000500585361503573,0.000407985500669571,0.0001554248081275,0.000399897135664158,0.000384970554707725,0.000263270430660696,0.000425854026073575,0.000958275253723055,0.000606933145914932,0.0005756944700375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
725.329,0,0,0,0,0,0.000279441146223082,7.13459844519016e-05,0,0,0,0,0,0,0,0.000230540536131194,0.000151117256175755,0,0.000205845523036036,0,3.75164336972658e-05,0.000229283046396449,0,0,6.76069321898953e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
730.072,0.00035248420808967,0.000166765922285389,0,0,0,1.71001151956789e-05,0.000423923984844805,0.000164808658877162,0.000118672842938216,0.000251875638440931,0,0,9.91744569880742e-05,0.000303940687467176,0.00012802236588689,0,0,9.80137647507976e-05,0.000688162328848961,0,0.000236840266513678,0.000251721608048668,0.000157772124716708,0.00088459621263292,0.000580920061048808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
734.817,0.000101214842842062,0.000342113166941884,0.000162740786918945,0.000252627814816955,0.000122983802073361,0.000222422601836925,0.000321822501332954,0.000186393477121846,0.000568976001823605,0.000245674685215623,0.000134759581537632,0.000705696563904996,0.000241431134606196,0.000235416132906203,0,0.000384911408660617,0.000658331213268997,0.000257939980795109,0.000150392384075927,0.000158819932305537,0.000250980593445326,0.00045380597403641,0.000423301677550419,0.000839517046458208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
739.563,0,0,0.000413149490061063,0,0,6.17308938109647e-05,0.000126308570213157,0.000211708380426189,0.000343672722580855,0,0,3.04507303190274e-05,0.00022315972735175,0.000470231580363849,0.000337573749456052,0,0,0.000116560339347468,0.000420375812825051,7.74271515912265e-05,0.000120551654457811,3.90832881039162e-08,0,1.1494234683985e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
744.31,0,0,0,0,0,0,0,8.74418716382791e-05,0,0,0,0,0,0,0,0,0,0,0.000332457079097193,3.86581736897297e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
749.058,0,0,0,0,0,1.36345928157924e-05,0.000220649214682177,8.02241064394301e-05,0,3.60806779127273e-05,0.000188051125185175,2.59135063098725e-05,0.000433888724105728,0,0.000153735381723608,0.000234761562521021,0.000377513053840381,0.000272496884432675,0.000305116341068021,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
753.808,0,0,0.000325045273457566,0,0,0,0.00024875543449112,0,7.77231279373062e-05,4.68505773122484e-05,0,0,0,0,0.000365649058514399,0.000149615287180734,0,0,0,0.000294741107440759,0.000257388902436151,2.44514613866891e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
758.558,0,0,3.12441561103394e-05,0,0,0,0,0,0,0,6.76340525521405e-05,0,0,0,0,0,4.41809500292932e-05,0,0,0.000156507247059126,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
763.31,0.000426812920385567,0,0,0.000197992521312046,0,0,2.50396733661548e-05,0.000384857789340095,0.00023301618792802,0,0.000428890843457057,7.0889728435679e-05,0,0.000458048058349284,0,0,0,5.37895694136844e-05,9.19263902352338e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
768.062,7.12651790342114e-05,0,0.000314443756117731,0.000121261204684478,0,5.28243860911123e-05,0.0001269548872469,9.46729193169052e-05,0.000259804204719836,1.65763076532645e-05,0.000637819357747925,0.000856399929875088,0.000173764798663501,0.000282555346250051,0.000559713179030287,0.00029356838760343,0.0004494594370791,7.86267086435489e-05,0.000498439068522972,0.000147254870766322,5.56993047800302e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
772.815,0.000263530045092202,0,0.000488897961639822,0.000394186541432771,0.000449252442859523,0.000754737365603957,4.37617646817341e-05,0.000234654130983303,0.000186571551102044,0.000171960317733342,0.000283913672480784,0.000790305370246764,0.000295339850035543,0,0,0,0.000501163364007671,0.000261124949691116,0.0211897974905564,0.000435860967693922,0.000492010744688345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
777.57,0.000121960182880374,0.000137870679107185,0,0,0,0.000318380650097023,0.000129461072426542,0.000338735704845058,0.000378655500484085,0.00018747026343839,9.0469330391251e-06,0.000376563767556425,0,0.000856390643415509,0.000123096110027162,0.000100241408936173,0,0.000500861960230368,0.00026400982375101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
782.325,0,0,0,0,0,0.000522719645566266,0.000105034286247125,0.000334101860941884,0,0.000199330732346305,0,0,0,0,0,0,0.000155041745424217,0,0,0.000552838420592433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
787.081,0.000645443754986185,0.000303148596797708,0.00075958136524795,0.000696171721803139,0.000444284778703789,0,0.000223389898001925,0.000346685636233157,0.000283945516337131,0.000506121026716515,0.000628498793140989,0.000833797853377385,0.0011207245463514,0.000852205502110238,0.000734972050583876,0.000555406859484803,0.000821285208760219,0.000696358530665971,0.000572549565665042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
791.838,0.00102655232978602,0.00108266636150809,0.000388196279528205,0.000695658589001452,0.000626318289253757,7.11811015432038e-05,0.000161733185071237,0.000517237501629222,0.000397941465279595,0,0.000113304532594522,9.9792393115756e-05,0.000836676092107288,0.000467463944276618,0.000488637500163207,0.000624487872481135,0.000214048079847155,0,0.000593454107482326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
796.596,0.000311121762659768,0.000555313018478477,0.000604543300549339,0.000268744825877567,0.000451789582741692,0.000301269984984695,0,0.000239047635952759,0.000652527372975222,0.000370140566875821,0.000458021737050039,0.000209078794447229,3.75408374597308e-05,0,0.000379683058603735,0.000353257131410501,0,0.00109517119641613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
801.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
806.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106432615867506,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
810.875,0,0.000379554364621799,0.000361050880308736,3.4332597468784e-05,0.000400307900972254,0,3.05541094362973e-05,0,0.000167441327429883,0.00021170857657121,0.00020069386289017,0,0.00042237013306154,0.000127001295960887,0.000461727021954856,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
815.635,7.10206959892009e-06,6.62922373748742e-05,0,0,0,0,0,0,0,8.16638606510744e-05,0.000212716865110928,0,0,0,0,4.55144267901656e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
820.397,1.508413576265e-05,0.000232957954208557,0,0,0,0,1.34416736529166e-05,0,0,0,0,6.11982862656004e-05,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
825.159,0.00127645094186005,0.00084601937707513,7.90416829866466e-05,0.00055532171605037,0.000615582065627949,0.000696629016901523,0.000111863866323864,0.000349203147307623,0.000171328606170518,0.000914629061693782,0.000870854697270276,0.000929467337090366,0.00100119720905791,0.00141752636322999,0.000339021061525392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_2"
248.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_3"
252.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOFAC_3"
257.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0120654060480578,"BIOFAC_3"
261.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00646026856692827,0,"BIOFAC_3"
266.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0221877681685748,0.00182518221697964,0.0891952647686204,"BIOFAC_3"
270.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223586446291325,0.020160200194747,0.0178973458183824,0,"BIOFAC_3"
275.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029601251759273,0.0272442391381102,0.050260000965357,0.0432388970733547,0.0276696984012896,"BIOFAC_3"
279.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027875539003478,0.0274359199232356,0.0320983404068294,0.039730646269398,0.0231760706504551,0.0448921990742951,"BIOFAC_3"
284.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0305440147789259,0.0367251110932372,0.0483512190491808,0.0309323379949479,0.00988159470622828,0.0177072523301784,"BIOFAC_3"
288.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0318049565159486,0.0331346682131132,0.0550934591922023,0.0403022343028036,0.0262252234955625,0.0180730525941573,0.024327020906671,"BIOFAC_3"
293.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0353212276279645,0.0391000205820767,0.0485890832277168,0.0430100514177984,0.0275424517694568,0.0265258968662686,0.0240521328083554,0.0446242115181208,"BIOFAC_3"
297.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0333133792166249,0.0343733510588651,0.0473407994073468,0.0544725345196071,0.0378309548351901,0.0326004994507456,0.0342403853746745,0.0360486602059652,0.0439317059071467,"BIOFAC_3"
302.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023936028932587,0.0316977197683195,0.0430450032258463,0.0555300604440218,0.0392049603356003,0.0348197462326976,0.0344099545717497,0.0313526974486665,0.0424284156098664,0.0623481812255182,"BIOFAC_3"
306.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0143267268122579,0.0215410652029745,0.0320078830461499,0.0520385607673169,0.0440740938848002,0.0316495442912859,0.0278741256307678,0.0319019205045545,0.0386720968888748,0.0209815777639986,0.0128435326022223,"BIOFAC_3"
311.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0117603570238475,0.0146973170628485,0.0224164530830697,0.0410351225576828,0.0403681462272728,0.0370186753382541,0.0311262234737642,0.0346898236051902,0.0320051437886483,0.0402268467543635,0.039435499595152,0.071537360426512,"BIOFAC_3"
315.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0079725054146703,0.00985517151628583,0.0157002010400989,0.0285691267654003,0.0372077885882937,0.0310873950994888,0.0346558830617027,0.0304960020242103,0.0233788933852507,0.0268325657218742,0.038961382697651,0.0528335985275883,0.0575814858628485,"BIOFAC_3"
320.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00854932451980684,0.00765570928743203,0.00961360265772601,0.018013911032929,0.0334718286986843,0.0326444671636698,0.033406095816868,0.0343450448268105,0.0330956112534694,0.0290617000172748,0.0314201830490698,0.0393733229738765,0.04703998550017,0.051040404312881,"BIOFAC_3"
324.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00674277679183903,0.00677127580612143,0.00737082478681431,0.010000507812221,0.0258044837758351,0.024389844141173,0.0269645959226068,0.0284497364708932,0.028771408914081,0.0299324918175559,0.0271541786251882,0.0292446443524201,0.0290371752652078,0.015798262729868,0.0314558303436698,"BIOFAC_3"
329.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00784490781385704,0.00784309586167253,0.00705145871413719,0.00853274975518072,0.019153310626639,0.0245224155347576,0.0238098904913263,0.029399148958792,0.0326650902351941,0.0314482530192146,0.0312807126483173,0.0303423184822279,0.0319406517395338,0.0320678497160151,0.0446952278937823,0.018491701043368,"BIOFAC_3"
334.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00799142232804816,0.00801117507464423,0.00870724581375726,0.016040943279011,0.0247984097993239,0.0202316378265992,0.0255550706213899,0.0292331526617558,0.0305891173306197,0.0318530398670093,0.0326744806631127,0.0279282189708083,0.0360381395059142,0.0371231843038272,0.0459563186619406,0,"BIOFAC_3"
