date,tank,temp,timepoint,time,pH,mV,sal,cond,DO,coral_no,treatment,sump,period,flow_mL_30s,res_time_25gal,species,bad,notes
3/17/26,12,25.121,3/17/26 12:30,13:06,8.09,-62.2,35.1,53.12,6.72,,FAKEA,S3,experiment,,,,no,
3/17/26,13,25.013,3/17/26 12:30,13:08,8.1,-62.4,35.08,53.1,6.79,,6SP,S3,experiment,,,,no,
3/17/26,14,25.093,3/17/26 12:30,13:10,8.11,-63,35.1,53.12,6.82,,MONOB,S3,experiment,,,,no,
3/17/26,15,25.036,3/17/26 12:30,13:12,8.09,-62.3,35.06,53.07,6.74,,FAKEB,S4,experiment,,,,no,
3/17/26,16,25.185,3/17/26 12:30,13:14,8.09,-61.8,35.3,53.38,7.12,,6SP,S4,experiment,,,,yes,pump was off
3/17/26,17,25.09,3/17/26 12:30,13:17,8.09,-62.2,35.08,53.09,6.79,,FAKEB,S5,experiment,,,,no,
3/17/26,18,25.045,3/17/26 12:30,13:19,8.11,-63,35.02,53.03,6.84,,MONOA,S5,experiment,,,,no,
3/17/26,19,25.02,3/17/26 12:30,12:41,8.09,-62.2,35.24,53.31,6.75,,3SP,S6,experiment,,,,no,
3/17/26,20,25.126,3/17/26 12:30,13:21,8.1,-62.8,35.04,53.03,6.83,,MONOA,S6,experiment,,,,no,
3/17/26,21,25.013,3/17/26 12:30,13:23,8.1,-62.7,35,52.99,6.83,,MONOB,S6,experiment,,,,no,
3/17/26,22,24.985,3/17/26 12:30,13:25,8.1,-62.5,35.01,53,6.75,,FAKEA,S6,experiment,,,,yes,coral dying
3/17/26,23,25.007,3/17/26 12:30,13:27,8.11,-63.1,35.01,53,6.87,,3SP,S5,experiment,,,,no,
3/17/26,24,24.987,3/17/26 12:30,13:29,8.11,-63.2,35.06,53.08,6.82,,6SP,S5,experiment,,,,no,
3/18/26,1,26.934,3/18/26 12:00,12:06,8.14,-65.3,36.09,54.33,7.12,,MONOA,S1,experiment,,,,no,
3/18/26,2,26.854,3/18/26 12:00,12:09,8.14,-65,36.07,54.32,7.09,,6SP,S1,experiment,,,,no,
3/18/26,3,26.783,3/18/26 12:00,12:10,8.14,-64.9,36.08,54.32,6.98,,MONOB,S2,experiment,,,,no,
3/18/26,4,26.883,3/18/26 12:00,12:11,8.13,-64.3,36.07,54.32,6.92,,FAKEA,S2,experiment,,,,no,
3/18/26,5,27.003,3/18/26 12:00,12:13,8.12,-63.9,36.07,54.3,6.89,,3SP,S2,experiment,,,,no,
3/18/26,6,26.853,3/18/26 12:00,12:15,8.12,-63.8,36.06,54.3,6.88,,MONOA,S2,experiment,,,,no,
3/18/26,7,26.834,3/18/26 12:00,12:16,8.12,-63.7,36.07,54.31,6.8,,FAKEA,S1,experiment,,,,no,
3/18/26,8,26.872,3/18/26 12:00,12:17,8.11,-63.6,36.1,54.35,6.78,,FAKEB,S1,experiment,,,,no,
3/18/26,9,27.068,3/18/26 12:00,12:19,8.14,-65,36.08,54.31,7.07,,3SP,S4,experiment,,,,no,
3/18/26,10,27.338,3/18/26 12:00,12:21,8.13,-64.8,36.08,54.3,6.94,,MONOB,S4,experiment,,,,no,
3/18/26,11,27.32,3/18/26 12:00,12:22,8.11,-63.5,36.07,54.29,6.76,,FAKEB,S3,experiment,,,,no,
3/18/26,12,27.61,3/18/26 12:00,12:24,8.11,-63.6,36.08,54.28,6.69,,FAKEA,S3,experiment,,,,no,
3/18/26,13,27.501,3/18/26 12:00,12:26,8.13,-64.9,36.06,54.26,6.95,,6SP,S3,experiment,,,,no,
3/18/26,14,27.409,3/18/26 12:00,12:27,8.13,-65,36.06,54.27,6.79,,MONOB,S3,experiment,,,,no,
3/18/26,15,27.143,3/18/26 12:00,12:29,8.12,-64.3,36.06,54.28,6.78,,FAKEB,S4,experiment,,,,no,
3/18/26,16,27.043,3/18/26 12:00,12:30,8.13,-64.4,36.07,54.3,6.88,,6SP,S4,experiment,,,,no,
3/18/26,17,27.122,3/18/26 12:00,12:32,8.13,-64.7,36.1,54.34,6.84,,FAKEB,S5,experiment,,,,no,
3/18/26,18,27.341,3/18/26 12:00,12:34,8.15,-65.9,36.11,54.34,7.01,,MONOA,S5,experiment,,,,no,
3/18/26,19,27.247,3/18/26 12:00,12:35,8.13,-64.7,36.09,54.32,6.9,,3SP,S6,experiment,,,,no,
3/18/26,20,27.38,3/18/26 12:00,12:36,8.14,-65.4,36.09,54.31,7.02,,MONOA,S6,experiment,,,,no,
3/18/26,21,27.236,3/18/26 12:00,12:38,8.14,-65.2,36.09,54.31,6.92,,MONOB,S6,experiment,,,,no,
3/18/26,22,27.186,3/18/26 12:00,12:39,8.14,-65.5,36.08,54.3,7.04,,FAKEA,S6,experiment,,,,no,
3/18/26,23,27.424,3/18/26 12:00,12:42,8.18,-67.5,36.08,54.29,7.22,,3SP,S5,experiment,,,,no,
3/18/26,24,27.232,3/18/26 12:00,12:43,8.16,-66.6,36.08,54.31,7.01,,6SP,S5,experiment,,,,no,
3/18/26,1,24.495,3/18/26 21:00,20:01,8.08,-60.8,36.23,54.68,6.61,,MONOA,S1,experiment,,,,no,
3/18/26,2,24.54,3/18/26 21:00,20:02,8.09,-62,36.21,54.66,6.57,,6SP,S1,experiment,,,,no,
3/18/26,3,24.452,3/18/26 21:00,20:03,8.1,-62.1,36.2,54.65,6.6,,MONOB,S2,experiment,,,,no,
3/18/26,4,24.444,3/18/26 21:00,20:05,8.1,-62.1,36.21,54.66,6.59,,FAKEA,S2,experiment,,,,no,
3/18/26,5,24.568,3/18/26 21:00,20:07,8.09,-61.9,36.2,54.64,6.58,,3SP,S2,experiment,,,,no,
3/18/26,6,24.582,3/18/26 21:00,20:08,8.1,-62.2,36.2,54.64,6.56,,MONOA,S2,experiment,,,,no,
3/18/26,7,24.567,3/18/26 21:00,20:09,8.11,-62.6,36.2,54.63,6.59,,FAKEA,S1,experiment,,,,no,
3/18/26,8,24.493,3/18/26 21:00,20:10,8.1,-62,36.22,54.67,6.59,,FAKEB,S1,experiment,,,,no,
3/18/26,9,24.506,3/18/26 21:00,20:12,8.09,-61.9,36.2,54.64,6.55,,3SP,S4,experiment,,,,no,
3/18/26,10,24.51,3/18/26 21:00,20:13,8.08,-61.4,36.19,54.64,6.54,,MONOB,S4,experiment,,,,no,
3/18/26,11,24.541,3/18/26 21:00,20:14,8.09,-62,36.18,54.62,6.59,,FAKEB,S3,experiment,,,,no,
3/18/26,12,24.612,3/18/26 21:00,20:15,8.1,-62.2,36.19,54.63,6.6,,FAKEA,S3,experiment,,,,no,
3/18/26,13,24.578,3/18/26 21:00,20:16,8.08,-61.3,36.19,54.62,6.54,,6SP,S3,experiment,,,,no,
3/18/26,14,24.579,3/18/26 21:00,20:17,8.09,-61.9,36.19,54.63,6.58,,MONOB,S3,experiment,,,,no,
3/18/26,15,24.587,3/18/26 21:00,20:19,8.1,-62.4,36.19,54.63,6.61,,FAKEB,S4,experiment,,,,no,
3/18/26,16,24.563,3/18/26 21:00,20:31,8.09,-61.7,36.2,54.65,6.5,,6SP,S4,experiment,,,,no,
3/18/26,17,24.437,3/18/26 21:00,20:21,8.1,-62,36.2,54.65,6.59,,FAKEB,S5,experiment,,,,no,
3/18/26,18,24.438,3/18/26 21:00,20:22,8.09,-61.6,36.2,54.65,6.57,,MONOA,S5,experiment,,,,no,
3/18/26,19,24.448,3/18/26 21:00,20:23,8.09,-61.7,36.19,54.64,6.59,,3SP,S6,experiment,,,,no,
3/18/26,20,24.517,3/18/26 21:00,20:24,8.09,-61.7,36.2,54.64,6.51,,MONOA,S6,experiment,,,,no,
3/18/26,21,24.477,3/18/26 21:00,20:26,8.08,-61.2,36.2,54.65,6.55,,MONOB,S6,experiment,,,,no,
3/18/26,22,24.444,3/18/26 21:00,20:27,8.09,-61.7,36.19,54.64,6.56,,FAKEA,S6,experiment,,,,yes,
3/18/26,23,24.457,3/18/26 21:00,20:28,8.09,-61.5,36.19,54.63,6.55,,3SP,S5,experiment,,,,no,
3/18/26,24,24.463,3/18/26 21:00,20:29,8.09,-61.9,36.19,54.64,6.57,,6SP,S5,experiment,,,,no,
3/19/26,1,25.094,3/19/26 12:00,12:00,8.15,-64.4,36,54.33,7.12,,MONOA,S1,experiment,,,,no,
3/19/26,2,24.962,3/19/26 12:00,12:03,8.13,-63.5,35.88,54.19,7.08,,6SP,S1,experiment,,,,no,
3/19/26,3,24.959,3/19/26 12:00,12:04,8.15,-64.3,36.03,54.38,7.13,,MONOB,S2,experiment,,,,no,
3/19/26,4,25.143,3/19/26 12:00,12:06,8.14,-64.1,36.03,54.37,7.1,,FAKEA,S2,experiment,,,,no,
3/19/26,5,25.187,3/19/26 12:00,12:08,8.12,-62.7,35.95,54.36,6.96,,3SP,S2,experiment,,,,no,
3/19/26,6,25.081,3/19/26 12:00,12:10,8.14,-63.6,35.87,54.16,7.02,,MONOA,S2,experiment,,,,no,
3/19/26,7,25.055,3/19/26 12:00,12:12,8.13,-63.5,35.96,54.29,6.98,,FAKEA,S1,experiment,,,,no,
3/19/26,8,25.022,3/19/26 12:00,12:14,8.13,-63.2,36,54.33,6.96,,FAKEB,S1,experiment,,,,no,
3/19/26,9,25,3/19/26 12:00,12:16,8.15,-64.1,36.01,54.34,7.16,,3SP,S4,experiment,,,,no,
3/19/26,10,25.134,3/19/26 12:00,12:19,8.14,-63.7,36.01,5434,7,,MONOB,S4,experiment,,,,no,
3/19/26,11,25.242,3/19/26 12:00,12:23,8.13,-63.3,35.97,54.29,6.93,,FAKEB,S3,experiment,,,,no,
3/19/26,12,25.324,3/19/26 12:00,12:26,8.13,-63.2,35.9,54.19,6.88,,FAKEA,S3,experiment,,,,no,
3/19/26,13,25.427,3/19/26 12:00,12:28,8.13,-63.2,36,54.31,6.97,,6SP,S3,experiment,,,,no,
3/19/26,14,25.254,3/19/26 12:00,12:29,8.14,-63.7,35.93,54.23,6.99,,MONOB,S3,experiment,,,,no,
3/19/26,15,25.195,3/19/26 12:00,12:35,8.14,-63.6,35.98,54.16,6.94,,FAKEB,S4,experiment,,,,no,
3/19/26,16,25.008,3/19/26 12:00,12:37,8.13,-63.2,35.98,54.31,7,,6SP,S4,experiment,,,,no,
3/19/26,17,25.064,3/19/26 12:00,12:46,8.14,-63.9,36.02,54.36,7.03,,FAKEB,S5,experiment,,,,no,
3/19/26,18,25.228,3/19/26 12:00,13:02,8.18,-66,35.57,53.76,6.9,,MONOA,S5,experiment,,,,no,
3/19/26,19,25.2,3/19/26 12:00,13:04,8.14,-64.2,35.56,53.74,7.01,,3SP,S6,experiment,,,,no,
3/19/26,20,25.315,3/19/26 12:00,13:16,8.15,-64.4,35.6,53.76,7.27,,MONOA,S6,experiment,,,,no,
3/19/26,21,25.394,3/19/26 12:00,13:21,8.15,-64.4,35.63,53.82,7.05,,MONOB,S6,experiment,,,,no,
3/19/26,22,25.329,3/19/26 12:00,13:23,8.17,-65.7,35.66,53.8,7.12,,FAKEA,S6,experiment,,,,yes,
3/19/26,23,25.416,3/19/26 12:00,13:25,8.18,-66.4,35.66,53.85,7.22,,3SP,S5,experiment,,,,no,
3/19/26,24,25.191,3/19/26 12:00,13:27,8.17,-65.4,35.68,53.89,7.1,,6SP,S5,experiment,,,,no,
3/20/26,1,24.971,3/20/26 12:00,12:24,8.17,-63.2,32.42,49.51,7.29,,MONOA,S1,experiment,,,,no,
3/20/26,2,24.941,3/20/26 12:00,12:26,8.18,-63.6,31.49,48.22,7.22,,6SP,S1,experiment,,,,no,
3/20/26,3,24.93,3/20/26 12:00,12:27,8.19,-64.1,31.93,48.84,7.29,,MONOB,S2,experiment,,,,no,
3/20/26,4,24.997,3/20/26 12:00,12:29,8.2,-64.6,31.56,48.31,7.28,,FAKEA,S2,experiment,,,,no,
3/20/26,5,25.083,3/20/26 12:00,12:31,8.18,-63.7,31.71,48.53,7.28,,3SP,S2,experiment,,,,no,
3/20/26,6,25.001,3/20/26 12:00,12:32,8.19,-64.3,31,4856,7.29,,MONOA,S2,experiment,,,,no,
3/20/26,7,25.035,3/20/26 12:00,12:34,8.18,-63.8,31.62,48.4,7.18,,FAKEA,S1,experiment,,,,no,
3/20/26,8,25.079,3/20/26 12:00,12:36,8.17,-63.2,32.24,49.24,7.1,,FAKEB,S1,experiment,,,,no,
3/20/26,9,25.06,3/20/26 12:00,12:38,8.18,-63.8,32.19,49.19,7.26,,3SP,S4,experiment,,,,no,
3/20/26,10,25.108,3/20/26 12:00,12:39,8.18,-63.6,32.45,49.52,7.17,,MONOB,S4,experiment,,,,no,
3/20/26,11,25.171,3/20/26 12:00,12:40,8.19,-64.2,31.73,48.54,7.21,,FAKEB,S3,experiment,,,,no,
3/20/26,12,25.197,3/20/26 12:00,12:42,8.19,-64.5,31.68,48.48,7.19,,FAKEA,S3,experiment,,,,no,
3/20/26,13,25.249,3/20/26 12:00,12:43,8.2,-64.8,31,47.54,7.16,,6SP,S3,experiment,,,,no,
3/20/26,14,25.129,3/20/26 12:00,12:45,8.2,-64.6,32.17,49.15,7.31,,MONOB,S3,experiment,,,,no,
3/20/26,15,25.065,3/20/26 12:00,12:46,8.19,-63.6,31.28,47.93,7.23,,FAKEB,S4,experiment,,,,no,
3/20/26,16,24.998,3/20/26 12:00,12:47,8.18,-64.7,32.38,49.43,7.18,,6SP,S4,experiment,,,,no,
3/20/26,17,25.037,3/20/26 12:00,12:49,8.2,-64.4,31.94,48.84,7.24,,FAKEB,S5,experiment,,,,no,
3/20/26,18,25.038,3/20/26 12:00,12:50,8.19,-64.2,32.15,49.12,7.2,,MONOA,S5,experiment,,,,no,
3/20/26,19,25.002,3/20/26 12:00,12:52,8.19,-64.5,31.06,47.64,7.12,,3SP,S6,experiment,,,,no,
3/20/26,20,25.065,3/20/26 12:00,12:53,8.19,-64.5,31.57,48.34,7.32,,MONOA,S6,experiment,,,,no,
3/20/26,21,25.181,3/20/26 12:00,12:54,8.21,-65.4,31.46,48.17,7.4,,MONOB,S6,experiment,,,,no,
3/20/26,22,25.077,3/20/26 12:00,12:56,8.23,-66.5,31.18,47.8,7.36,,FAKEA,S6,experiment,,,,yes,
3/20/26,23,25.142,3/20/26 12:00,12:57,8.21,-65.3,31.69,48.47,7.23,,3SP,S5,experiment,,,,no,
3/20/26,24,25.13,3/20/26 12:00,12:59,8.21,-65.4,30.66,47.09,7.28,,6SP,S5,experiment,,,,no,
3/21/26,1,25.933,3/21/26 12:00,12:11,8.19,-63.8,36.97,,7.45,,MONOA,S1,experiment,,,,no,
3/21/26,2,25.914,3/21/26 12:00,12:13,8.17,-62.9,36.8,,7.31,,6SP,S1,experiment,,,,no,
3/21/26,3,25.903,3/21/26 12:00,12:15,8.18,-63.2,36.99,,7.26,,MONOB,S2,experiment,,,,no,
3/21/26,4,26.025,3/21/26 12:00,12:16,8.19,-63.8,36.95,,7.07,,FAKEA,S2,experiment,,,,no,
3/21/26,5,25.943,3/21/26 12:00,12:18,8.18,-63.3,36.82,,7.24,,3SP,S2,experiment,,,,no,
3/21/26,6,26.011,3/21/26 12:00,12:19,8.18,-63.4,36.94,,7.37,,MONOA,S2,experiment,,,,no,
3/21/26,7,25.876,3/21/26 12:00,12:20,8.17,-62.8,36.66,,7.12,,FAKEA,S1,experiment,,,,no,
3/21/26,8,26.125,3/21/26 12:00,12:21,8.16,-62.5,36.66,,7.01,,FAKEB,S1,experiment,,,,no,
3/21/26,9,26.312,3/21/26 12:00,12:23,8.17,-63,36.87,,7.38,,3SP,S4,experiment,,,,no,
3/21/26,10,26.332,3/21/26 12:00,12:24,8.16,-62.1,37,,7.39,,MONOB,S4,experiment,,,,no,
3/21/26,11,26.532,3/21/26 12:00,12:25,8.15,-62,36.62,,7.14,,FAKEB,S3,experiment,,,,no,
3/21/26,12,26.624,3/21/26 12:00,12:27,8.16,-62.3,36.71,,7.02,,FAKEA,S3,experiment,,,,no,
3/21/26,13,26.491,3/21/26 12:00,12:28,8.17,-62.7,36.7,,7.3,,6SP,S3,experiment,,,,no,
3/21/26,14,26.572,3/21/26 12:00,12:29,8.17,-63.2,36.75,,7.33,,MONOB,S3,experiment,,,,no,
3/21/26,15,26.31,3/21/26 12:00,12:32,8.15,-61.8,36.98,,7.28,,FAKEB,S4,experiment,,,,no,
3/21/26,16,26.345,3/21/26 12:00,12:33,8.15,-61.7,37.01,,7.42,,6SP,S4,experiment,,,,no,
3/21/26,17,26.463,3/21/26 12:00,12:35,8.17,-63,36.99,,7.41,,FAKEB,S5,experiment,,,,no,
3/21/26,18,26.567,3/21/26 12:00,12:36,8.18,-63.5,36.97,,7.39,,MONOA,S5,experiment,,,,no,
3/21/26,19,26.577,3/21/26 12:00,12:38,8.18,-63.6,36.86,,7.24,,3SP,S6,experiment,,,,no,
3/21/26,20,26.735,3/21/26 12:00,12:39,8.18,-63.3,36.71,,7.4,,MONOA,S6,experiment,,,,no,
3/21/26,21,26.663,3/21/26 12:00,12:41,8.19,-64.3,36.95,,7.73,,MONOB,S6,experiment,,,,no,
3/21/26,22,26.831,3/21/26 12:00,12:42,8.21,-65.1,36.98,,7.55,,FAKEA,S6,experiment,,,,yes,
3/21/26,23,26.913,3/21/26 12:00,12:44,8.2,-64.6,36.92,,7.44,,3SP,S5,experiment,,,,no,
3/21/26,24,26.845,3/21/26 12:00,12:45,8.16,-62.6,36.92,,7.21,,6SP,S5,experiment,,,,no,
3/22/26,1,25.848,3/22/26 12:00,12:49,8.19,-65.3,37.62,,7.57,,MONOA,S1,experiment,,,,no,
3/22/26,2,25.852,3/22/26 12:00,12:52,8.16,-63.5,37.55,,7.36,,6SP,S1,experiment,,,,no,
3/22/26,3,25.765,3/22/26 12:00,12:54,8.19,-65.5,37.54,,7.4,,MONOB,S2,experiment,,,,no,
3/22/26,4,25.787,3/22/26 12:00,12:56,8.19,-65.4,37.55,,7.39,,FAKEA,S2,experiment,,,,no,
3/22/26,5,25.863,3/22/26 12:00,12:58,8.18,-65,37.54,,7.34,,3SP,S2,experiment,,,,no,
3/22/26,6,26.192,3/22/26 12:00,13:01,8.18,-65.1,37.55,,7.72,,MONOA,S2,experiment,,,,no,
3/22/26,7,26.015,3/22/26 12:00,13:02,8.16,-63.5,37.53,,7.17,,FAKEA,S1,experiment,,,,no,
3/22/26,8,26.166,3/22/26 12:00,13:04,8.14,-62.6,37.55,,7.06,,FAKEB,S1,experiment,,,,no,
3/22/26,9,26.045,3/22/26 12:00,13:05,8.19,-65.2,37.5,,7.49,,3SP,S4,experiment,,,,no,
3/22/26,10,25.982,3/22/26 12:00,13:06,8.18,-64.8,37.56,,7.49,,MONOB,S4,experiment,,,,no,
3/22/26,11,26.093,3/22/26 12:00,13:08,8.17,-64.4,37.53,,7.21,,FAKEB,S3,experiment,,,,no,
3/22/26,12,26.001,3/22/26 12:00,13:09,8.16,-63.9,37.52,,7.04,,FAKEA,S3,experiment,,,,no,
3/22/26,13,26.05,3/22/26 12:00,13:10,8.18,-64.8,37.54,,7.29,,6SP,S3,experiment,,,,no,
3/22/26,14,25.931,3/22/26 12:00,13:12,8.17,-64.5,37.59,,7.25,,MONOB,S3,experiment,,,,no,
3/22/26,15,25.835,3/22/26 12:00,13:15,8.19,-65.3,37.53,,7.31,,FAKEB,S4,experiment,,,,no,
3/22/26,16,25.776,3/22/26 12:00,13:16,8.18,-64.6,37.51,,7.46,,6SP,S4,experiment,,,,no,
3/22/26,17,25.738,3/22/26 12:00,13:25,8.21,-66.4,37.19,,7.33,,FAKEB,S5,experiment,,,,no,
3/22/26,18,25.672,3/22/26 12:00,13:27,8.19,-65.5,37.25,,7.18,,MONOA,S5,experiment,,,,no,
3/22/26,19,25.691,3/22/26 12:00,13:28,8.19,-65.1,37.19,,7.09,,3SP,S6,experiment,,,,no,
3/22/26,20,25.815,3/22/26 12:00,13:29,8.16,-63.9,37.16,,7.17,,MONOA,S6,experiment,,,,no,
3/22/26,21,25.801,3/22/26 12:00,13:31,8.2,-65.8,37.09,,7.51,,MONOB,S6,experiment,,,,no,
3/22/26,22,25.602,3/22/26 12:00,13:32,8.2,-66,36.99,,7.19,,FAKEA,S6,experiment,,,,yes,
3/22/26,23,25.768,3/22/26 12:00,13:33,8.19,-65.5,36.99,,7.1,,3SP,S5,experiment,,,,no,
3/22/26,24,25.726,3/22/26 12:00,13:35,8.18,-64.5,36.99,,7.05,,6SP,S5,experiment,,,,no,
3/23/26,1,24.152,3/23/26 12:00,12:00,8.16,,,,7.25,,MONOA,S1,experiment,,,,no,
3/23/26,2,24.121,3/23/26 12:00,12:02,8.17,,,,7.35,,6SP,S1,experiment,,,,no,
3/23/26,3,23.959,3/23/26 12:00,12:04,8.19,,,,7.22,,MONOB,S2,experiment,,,,no,
3/23/26,4,23.785,3/23/26 12:00,12:08,8.23,,,,7.21,,FAKEA,S2,experiment,,,,no,
3/23/26,5,23.874,3/23/26 12:00,12:08,8.21,,,,7.27,,3SP,S2,experiment,,,,no,
3/23/26,6,24.219,3/23/26 12:00,12:10,8.2,,,,7.29,,MONOA,S2,experiment,,,,no,
3/23/26,7,24.248,3/23/26 12:00,12:13,8.2,,,,7.18,,FAKEA,S1,experiment,,,,no,
3/23/26,8,24.403,3/23/26 12:00,12:15,8.2,,,,7.12,,FAKEB,S1,experiment,,,,no,
3/23/26,9,24.311,3/23/26 12:00,12:31,8.16,,,,7.2,,3SP,S4,experiment,,,,no,
3/23/26,10,24.412,3/23/26 12:00,12:33,8.16,,,,7.19,,MONOB,S4,experiment,,,,no,
3/23/26,11,24.868,3/23/26 12:00,12:37,8.12,,,,7.57,,FAKEB,S3,experiment,,,,no,
3/23/26,12,24.14,3/23/26 12:00,12:38,8.16,,,,7.22,,FAKEA,S3,experiment,,,,no,
3/23/26,13,24.441,3/23/26 12:00,12:41,8.12,,,,7.8,,6SP,S3,experiment,,,,no,
3/23/26,14,24.418,3/23/26 12:00,12:43,8.17,,,,7.2,,MONOB,S3,experiment,,,,no,
3/23/26,15,24.343,3/23/26 12:00,12:44,8.17,,,,7.35,,FAKEB,S4,experiment,,,,no,
3/23/26,16,24.413,3/23/26 12:00,12:47,8.15,,,,7.23,,6SP,S4,experiment,,,,no,
3/23/26,17,24.008,3/23/26 12:00,12:49,8.19,,,,7.55,,FAKEB,S5,experiment,,,,no,
3/23/26,18,23.863,3/23/26 12:00,12:50,8.17,,,,7.44,,MONOA,S5,experiment,,,,no,
3/23/26,19,23.786,3/23/26 12:00,12:52,8.18,,,,7.45,,3SP,S6,experiment,,,,no,
3/23/26,20,23.906,3/23/26 12:00,12:54,8.16,,,,7.5,,MONOA,S6,experiment,,,,no,
3/23/26,21,23.855,3/23/26 12:00,12:59,8.18,,,,7.46,,MONOB,S6,experiment,,,,no,
3/23/26,22,23.983,3/23/26 12:00,12:57,8.19,,,,7.5,,FAKEA,S6,experiment,,,,yes,
3/23/26,23,23.979,3/23/26 12:00,13:02,8.18,,,,7.35,,3SP,S5,experiment,,,,no,
3/23/26,24,24.107,3/23/26 12:00,13:03,8.17,,,,7.39,,6SP,S5,experiment,,,,no,
3/23/26,1,23.002,3/23/26 21:00,20:02,8.12,,,,6.94,,MONOA,S1,experiment,,,,no,
3/23/26,2,23.017,3/23/26 21:00,20:03,8.12,,,,6.92,,6SP,S1,experiment,,,,no,
3/23/26,3,23.081,3/23/26 21:00,20:04,8.12,,,,6.94,,MONOB,S2,experiment,,,,no,
3/23/26,4,22.904,3/23/26 21:00,20:05,8.15,,,,7,,FAKEA,S2,experiment,,,,no,
3/23/26,5,22.935,3/23/26 21:00,20:07,8.12,,,,6.96,,3SP,S2,experiment,,,,no,
3/23/26,6,23.244,3/23/26 21:00,20:08,8.11,,,,6.91,,MONOA,S2,experiment,,,,no,
3/23/26,7,23.205,3/23/26 21:00,20:09,8.13,,,,6.94,,FAKEA,S1,experiment,,,,no,
3/23/26,8,23.292,3/23/26 21:00,20:10,8.11,,,,6.93,,FAKEB,S1,experiment,,,,no,
3/23/26,9,23.404,3/23/26 21:00,20:11,8.11,,,,6.88,,3SP,S4,experiment,,,,no,
3/23/26,10,23.425,3/23/26 21:00,20:13,8.11,,,,6.91,,MONOB,S4,experiment,,,,no,
3/23/26,11,23.483,3/23/26 21:00,20:14,8.17,,,,6.96,,FAKEB,S3,experiment,,,,no,
3/23/26,12,23.238,3/23/26 21:00,20:16,8.12,,,,6.96,,FAKEA,S3,experiment,,,,no,
3/23/26,13,23.238,3/23/26 21:00,20:17,8.12,,,,6.92,,6SP,S3,experiment,,,,no,
3/23/26,14,23.484,3/23/26 21:00,20:18,8.12,,,,6.89,,MONOB,S3,experiment,,,,no,
3/23/26,15,23.346,3/23/26 21:00,20:20,8.13,,,,6.96,,FAKEB,S4,experiment,,,,no,
3/23/26,16,23.854,3/23/26 21:00,20:49,8.03,,,,6.67,,6SP,S4,experiment,,,,yes,
3/23/26,17,22.988,3/23/26 21:00,20:22,8.12,,,,6.97,,FAKEB,S5,experiment,,,,no,
3/23/26,18,23.092,3/23/26 21:00,20:23,8.1,,,,6.89,,MONOA,S5,experiment,,,,no,
3/23/26,19,22.925,3/23/26 21:00,20:25,8.11,,,,6.92,,3SP,S6,experiment,,,,no,
3/23/26,20,23.023,3/23/26 21:00,20:26,8.09,,,,6.8,,MONOA,S6,experiment,,,,no,
3/23/26,21,22.955,3/23/26 21:00,20:28,8.09,,,,6.89,,MONOB,S6,experiment,,,,no,
3/23/26,22,22.954,3/23/26 21:00,20:30,8.11,,,,6.88,,FAKEA,S6,experiment,,,,yes,
3/23/26,23,22.961,3/23/26 21:00,20:31,8.09,,,,6.9,,3SP,S5,experiment,,,,no,
3/23/26,24,23.125,3/23/26 21:00,20:32,8.1,,,,6.89,,6SP,S5,experiment,,,,no,
3/24/26,1,25.132,3/24/26 12:00,12:01,8.29,,,,8.34,,MONOA,S1,experiment,,,,no,
3/24/26,2,25.036,3/24/26 12:00,12:03,8.31,,,,8.15,,6SP,S1,experiment,,,,no,
3/24/26,3,25.085,3/24/26 12:00,12:05,8.29,,,,7.96,,MONOB,S2,experiment,,,,no,
3/24/26,4,25.191,3/24/26 12:00,12:07,8.33,,,,8.17,,FAKEA,S2,experiment,,,,no,
3/24/26,5,25.184,3/24/26 12:00,12:09,8.3,,,,8.06,,3SP,S2,experiment,,,,no,
3/24/26,6,25.6,3/24/26 12:00,12:11,8.3,,,,8.38,,MONOA,S2,experiment,,,,no,
3/24/26,7,25.486,3/24/26 12:00,12:13,8.33,,,,8.22,,FAKEA,S1,experiment,,,,no,
3/24/26,8,25.778,3/24/26 12:00,12:15,8.33,,,,8.27,,FAKEB,S1,experiment,,,,no,
3/24/26,9,26.106,3/24/26 12:00,12:17,8.33,,,,8.27,,3SP,S4,experiment,,,,no,
3/24/26,10,26.465,3/24/26 12:00,12:19,8.35,,,,8.13,,MONOB,S4,experiment,,,,no,
3/24/26,11,26.658,3/24/26 12:00,12:20,8.29,,,,8.13,,FAKEB,S3,experiment,,,,no,
3/24/26,12,25.988,3/24/26 12:00,12:21,8.33,,,,8.3,,FAKEA,S3,experiment,,,,no,
3/24/26,13,26.1,3/24/26 12:00,12:22,8.3,,,,8.25,,6SP,S3,experiment,,,,no,
3/24/26,14,26.519,3/24/26 12:00,12:24,8.28,,,,8.14,,MONOB,S3,experiment,,,,no,
3/24/26,15,26.256,3/24/26 12:00,12:25,8.32,,,,8.17,,FAKEB,S4,experiment,,,,no,
3/24/26,16,26.19,3/24/26 12:00,12:27,8.25,,,,7.85,,6SP,S4,experiment,,,,no,
3/24/26,17,25.686,3/24/26 12:00,12:29,8.31,,,,8.25,,FAKEB,S5,experiment,,,,no,
3/24/26,18,25.777,3/24/26 12:00,12:31,8.33,,,,8.45,,MONOA,S5,experiment,,,,no,
3/24/26,19,25.668,3/24/26 12:00,12:32,8.32,,,,8.63,,3SP,S6,experiment,,,,no,
